,CAMIS,BORO,ZIPCODE,Latitude,Longitude,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE,id,name,review_count,rating,price,location,url
577,41615445.0,Manhattan,10002,40.71730334,-73.99426424,Bakery Products/Desserts,9.0,A,2023-02-03,_4UvguU5z2hMsHXlYedFXw,Tao Hong Bakery,61,4.5,$,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002']}",https://www.yelp.com/biz/tao-hong-bakery-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
578,41615445.0,Manhattan,10002,40.71730334,-73.99426424,Bakery Products/Desserts,9.0,A,2023-02-03,_4UvguU5z2hMsHXlYedFXw,Tao Hong Bakery,61,4.5,$,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002']}",https://www.yelp.com/biz/tao-hong-bakery-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
579,41470250.0,Queens,11418,40.70027736,-73.82963006,American,4.0,A,2022-05-04,apJkl707_OSAYXsUL_rq_g,Taste Of The Town,8,4.5,$,"{'address1': '12021 Jamaica Ave', 'address2': '', 'address3': '', 'city': 'Richmond Hill', 'zip_code': '11418', 'country': 'US', 'state': 'NY', 'display_address': ['12021 Jamaica Ave', 'Richmond Hill, NY 11418']}",https://www.yelp.com/biz/taste-of-the-town-richmond-hill?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
581,50102459.0,Manhattan,10022,40.75684045,-73.96932606,Japanese,10.0,A,2022-01-05,hUf1EpnxbxFU4gf2nL7H-Q,Raku It's Japanese,175,4.5,$$,"{'address1': '212 East 52nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['212 East 52nd St', 'New York, NY 10022']}",https://www.yelp.com/biz/raku-its-japanese-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
582,41549759.0,Manhattan,10019,40.76560446,-73.98232171,Tex-Mex,2.0,A,2022-07-06,cGQZOrC0Dn_-E2a8CGhh0A,Chipotle Mexican Grill,144,2.5,$$,"{'address1': '235 W 56th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['235 W 56th St', 'New York, NY 10019']}",https://www.yelp.com/biz/chipotle-mexican-grill-new-york-71?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
583,41316785.0,Queens,11357,40.79015169,-73.81184793,Other,6.0,A,2022-03-16,8LDEwLzttfVrntxwt7wZTg,Ralph's Famous Italian Ices,41,4.5,$,"{'address1': '12-48 Clintonville St', 'address2': '', 'address3': '', 'city': 'Whitestone', 'zip_code': '11357', 'country': 'US', 'state': 'NY', 'display_address': ['12-48 Clintonville St', 'Whitestone, NY 11357']}",https://www.yelp.com/biz/ralphs-famous-italian-ices-whitestone?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
584,50108966.0,Manhattan,10035,40.7961559,-73.93528215,Chinese,12.0,A,2022-05-05,TAm8Eauo0NQNHpjOAWXo2A,Teng Dragon,27,3.0,$,"{'address1': '2260 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['2260 1st Ave', 'New York, NY 10035']}",https://www.yelp.com/biz/teng-dragon-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
585,40394207.0,Manhattan,10128,40.78509053,-73.95572809,Other,10.0,A,2023-02-06,5XQgZQF-5N94bkQ2d_PJIQ,Pascalou,291,4.0,$$,"{'address1': '1308 Madison Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1308 Madison Ave', 'New York, NY 10128']}",https://www.yelp.com/biz/pascalou-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
586,50073698.0,Manhattan,10011,40.74186904,-74.00471301,Other,12.0,A,2023-01-03,kTQ0rRfgtlPwX9_O8OY_UA,Miznon,476,4.0,$$,"{'address1': '435 W 15th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['435 W 15th St', 'New York, NY 10011']}",https://www.yelp.com/biz/miznon-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
588,40786902.0,Queens,11360,40.77991126,-73.7753536,American,5.0,A,2022-03-07,RWo0FLTUCNpZLXs3BvzEKw,Boston Market,57,2.5,$$,"{'address1': '23-90 Bell Blvd', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11360', 'country': 'US', 'state': 'NY', 'display_address': ['23-90 Bell Blvd', 'Bayside, NY 11360']}",https://www.yelp.com/biz/boston-market-bayside?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
590,50000985.0,Brooklyn,11231,40.67839834,-74.01308719,Sandwiches,2.0,A,2022-09-08,Dsgb9AZAJDPBIAabOAcACA,Court Street Grocers Hero Shop,52,4.5,$$,"{'address1': '116 Sullivan St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['116 Sullivan St', 'Brooklyn, NY 11231']}",https://www.yelp.com/biz/court-street-grocers-hero-shop-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
591,50055910.0,Queens,11411,40.69396368,-73.73644189,Chinese,12.0,A,2022-04-06,-4wt4Uau_zC5ilPMrIayxQ,New Great Dragon,7,2.0,$$,"{'address1': '224-12 Linden Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11411', 'country': 'US', 'state': 'NY', 'display_address': ['224-12 Linden Blvd', 'New York, NY 11411']}",https://www.yelp.com/biz/new-great-dragon-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
592,41574650.0,Queens,11429,40.71404883,-73.73832811,Other,30.0,C,2022-07-21,IIuiPxzFNi8vrZuDxa-Taw,Tropical Jerk,72,2.5,$$,"{'address1': '217-95 Hempstead Ave', 'address2': '', 'address3': '', 'city': 'Queens Village', 'zip_code': '11429', 'country': 'US', 'state': 'NY', 'display_address': ['217-95 Hempstead Ave', 'Queens Village, NY 11429']}",https://www.yelp.com/biz/tropical-jerk-queens-village?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
594,41238641.0,Manhattan,10013,40.71882681,-74.00237733,Coffee/Tea,12.0,A,2022-07-29,01cAFjVfryumdxZCs-QG-A,Starbucks,51,3.0,$,"{'address1': '405 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['405 Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-215?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
595,41238641.0,Manhattan,10013,40.71882681,-74.00237733,Coffee/Tea,12.0,A,2022-07-29,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
596,41238641.0,Manhattan,10013,40.71882681,-74.00237733,Coffee/Tea,12.0,A,2022-07-29,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
597,41616408.0,Manhattan,10013,40.71802788,-74.00725095,Coffee/Tea,8.0,A,2022-10-06,01cAFjVfryumdxZCs-QG-A,Starbucks,51,3.0,$,"{'address1': '405 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['405 Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-215?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
598,41616408.0,Manhattan,10013,40.71802788,-74.00725095,Coffee/Tea,8.0,A,2022-10-06,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
599,41616408.0,Manhattan,10013,40.71802788,-74.00725095,Coffee/Tea,8.0,A,2022-10-06,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
600,50040555.0,Manhattan,10013,40.71816787,-74.00711388,Coffee/Tea,2.0,A,2022-12-13,01cAFjVfryumdxZCs-QG-A,Starbucks,51,3.0,$,"{'address1': '405 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['405 Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-215?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
601,50040555.0,Manhattan,10013,40.71816787,-74.00711388,Coffee/Tea,2.0,A,2022-12-13,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
602,50040555.0,Manhattan,10013,40.71816787,-74.00711388,Coffee/Tea,2.0,A,2022-12-13,wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,54,3.0,$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
603,50010018.0,Queens,11373,40.7428896,-73.87398102,Sandwiches,33.0,Z,2023-01-23,AYyoIDYcOmLPKp-il8iXlw,Subway,5,2.0,$,"{'address1': '43-43 91st Pl Store', 'address2': 'Store  2', 'address3': None, 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['43-43 91st Pl Store', 'Store  2', 'Elmhurst, NY 11373']}",https://www.yelp.com/biz/subway-elmhurst-17?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
604,50010018.0,Queens,11373,40.7428896,-73.87398102,Sandwiches,33.0,Z,2023-01-23,mMlo83fnXYQNmX_sT8fmug,Subway,6,2.0,$,"{'address1': '80-05 Broadway', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['80-05 Broadway', 'Elmhurst, NY 11373']}",https://www.yelp.com/biz/subway-elmhurst-15?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
605,50001399.0,Queens,11373,40.7439112,-73.88495359,Sandwiches,8.0,A,2022-01-21,AYyoIDYcOmLPKp-il8iXlw,Subway,5,2.0,$,"{'address1': '43-43 91st Pl Store', 'address2': 'Store  2', 'address3': None, 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['43-43 91st Pl Store', 'Store  2', 'Elmhurst, NY 11373']}",https://www.yelp.com/biz/subway-elmhurst-17?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
606,50001399.0,Queens,11373,40.7439112,-73.88495359,Sandwiches,8.0,A,2022-01-21,mMlo83fnXYQNmX_sT8fmug,Subway,6,2.0,$,"{'address1': '80-05 Broadway', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['80-05 Broadway', 'Elmhurst, NY 11373']}",https://www.yelp.com/biz/subway-elmhurst-15?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
607,50051729.0,Brooklyn,11218,40.64305536,-73.97883021,Tex-Mex,12.0,A,2022-02-08,BD2LXznE-qO5C2lXLrSrBA,Yummy Taco,67,2.5,$,"{'address1': '129 Church Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['129 Church Ave', 'Brooklyn, NY 11218']}",https://www.yelp.com/biz/yummy-taco-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
609,41427712.0,Queens,11360,40.78099023,-73.77549799,American,12.0,A,2022-04-01,fJbGp0s_Ld3c0oHa1awjfg,Panera Bread,229,3.0,$$,"{'address1': '23-58 Bell blvd', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11360', 'country': 'US', 'state': 'NY', 'display_address': ['23-58 Bell blvd', 'Bayside, NY 11360']}",https://www.yelp.com/biz/panera-bread-bayside?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
610,41427712.0,Queens,11360,40.78099023,-73.77549799,American,10.0,A,2023-03-13,fJbGp0s_Ld3c0oHa1awjfg,Panera Bread,229,3.0,$$,"{'address1': '23-58 Bell blvd', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11360', 'country': 'US', 'state': 'NY', 'display_address': ['23-58 Bell blvd', 'Bayside, NY 11360']}",https://www.yelp.com/biz/panera-bread-bayside?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
613,50001122.0,Brooklyn,11209,40.6218632,-74.03172116,Italian,7.0,A,2022-11-17,z3UFomMUEXYKbIeCN7MS7Q,Nonno's Pizza,156,4.0,$,"{'address1': '8816 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8816 3rd Ave', 'Brooklyn, NY 11209']}",https://www.yelp.com/biz/nonnos-pizza-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
617,40366661.0,Manhattan,10016,40.74497913,-73.97574095,Tex-Mex,27.0,B,2022-06-13,oSFL1AVZYouS4YrDjoLyLA,Baby Bo's Cantina,679,4.0,$$,"{'address1': '627 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['627 2nd Ave', 'New York, NY 10016']}",https://www.yelp.com/biz/baby-bos-cantina-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
618,50107975.0,Manhattan,10036,40.76068961,-73.99099004,Other,8.0,Z,2022-11-21,mr7ySdvwhvjHi8cp93eTAQ,JOOY Tea Shoppe,95,4.5,$$,"{'address1': '653 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['653 9th Ave', 'New York, NY 10036']}",https://www.yelp.com/biz/jooy-tea-shoppe-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
619,50044781.0,Manhattan,10011,40.74084256,-74.00300603,Coffee/Tea,5.0,A,2022-12-20,9-ornJr0G_IHkl6FpcCNzw,Terremoto Coffee,142,4.5,$$,"{'address1': '328 W 15th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['328 W 15th St', 'New York, NY 10011']}",https://www.yelp.com/biz/terremoto-coffee-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
620,50105466.0,Manhattan,10018,40.75306938,-73.98388067,Other,2.0,A,2022-01-26,Cj-dQiRCayppFl3gTtAA8g,Le Pain Quotidien,595,3.0,$$,"{'address1': '70 W 40th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['70 W 40th St', 'New York, NY 10018']}",https://www.yelp.com/biz/le-pain-quotidien-new-york-159?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
621,50105466.0,Manhattan,10018,40.75306938,-73.98388067,Other,2.0,A,2022-01-26,Cj-dQiRCayppFl3gTtAA8g,Le Pain Quotidien,595,3.0,$$,"{'address1': '70 W 40th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['70 W 40th St', 'New York, NY 10018']}",https://www.yelp.com/biz/le-pain-quotidien-new-york-159?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
622,50105466.0,Manhattan,10018,40.75306938,-73.98388067,Other,11.0,A,2023-02-02,Cj-dQiRCayppFl3gTtAA8g,Le Pain Quotidien,595,3.0,$$,"{'address1': '70 W 40th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['70 W 40th St', 'New York, NY 10018']}",https://www.yelp.com/biz/le-pain-quotidien-new-york-159?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
623,50105466.0,Manhattan,10018,40.75306938,-73.98388067,Other,11.0,A,2023-02-02,Cj-dQiRCayppFl3gTtAA8g,Le Pain Quotidien,595,3.0,$$,"{'address1': '70 W 40th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['70 W 40th St', 'New York, NY 10018']}",https://www.yelp.com/biz/le-pain-quotidien-new-york-159?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
625,50063750.0,Queens,11105,40.77157692,-73.90762195,American,9.0,A,2022-05-16,dscslnybf6U6T8NNaiQ6lw,The Corner Spot,63,4.0,$,"{'address1': '22-80 Steinway St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['22-80 Steinway St', 'Astoria, NY 11105']}",https://www.yelp.com/biz/the-corner-spot-astoria?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
626,41417952.0,Brooklyn,11235,40.58720761,-73.95263027,Other,30.0,C,2022-03-03,VexbNobbahnCexe693zWCA,Coffee Spot Cafe,105,3.5,$,"{'address1': '1617 Jerome Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['1617 Jerome Ave', 'Brooklyn, NY 11235']}",https://www.yelp.com/biz/coffee-spot-cafe-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
627,50105128.0,Manhattan,10028,40.77713353,-73.9491945,Tex-Mex,7.0,A,2022-11-07,EzKvmyYk-7xQZ47Me-NDwg,Taco Today,97,3.0,$,"{'address1': '1659 1st Avenue', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1659 1st Avenue', 'New York, NY 10028']}",https://www.yelp.com/biz/taco-today-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
628,41333188.0,Manhattan,10013,40.71520645,-73.99733782,Coffee/Tea,21.0,B,2022-08-15,WxNlqGSsj_2TCodkx9Sa4A,ViVi Bubble Tea,671,4.0,$,"{'address1': '49 Bayard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['49 Bayard St', 'New York, NY 10013']}",https://www.yelp.com/biz/vivi-bubble-tea-new-york-6?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
629,50056993.0,Manhattan,10013,40.71582126,-74.00353878,American,0.0,A,2022-09-07,3bTbddYb6VFUktBekbxQGA,Civic Deli,67,3.5,$,"{'address1': '111 Worth St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['111 Worth St', 'New York, NY 10013']}",https://www.yelp.com/biz/civic-deli-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
631,41330799.0,Brooklyn,11212,40.65999302,-73.9173753,Other,13.0,A,2022-02-16,BYKqlvwqYw9UTQcctMg4Ag,Mike's Island Grill Restaurant,8,3.5,$,"{'address1': '326 E 98th St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11212', 'country': 'US', 'state': 'NY', 'display_address': ['326 E 98th St', 'Brooklyn, NY 11212']}",https://www.yelp.com/biz/mikes-island-grill-restaurant-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
632,50119057.0,Manhattan,10004,40.70497606,-74.01237469,Other,9.0,A,2022-03-10,I-tX4VWJJrrwBQ6E7_wwYw,Burger King,16,2.0,$,"{'address1': '16 Beaver St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['16 Beaver St', 'New York, NY 10004']}",https://www.yelp.com/biz/burger-king-new-york-51?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
633,40564858.0,Manhattan,10021,40.76624254,-73.95635437,Other,11.0,A,2022-10-19,dYfJqwaQ0Z-7bPVveG1iQg,Murphy's Law,103,3.5,$$,"{'address1': '417 E 70th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['417 E 70th St', 'New York, NY 10021']}",https://www.yelp.com/biz/murphys-law-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
634,40396020.0,Manhattan,10011,40.73497426,-73.99732621,Mexican,13.0,A,2022-03-02,tvqtAjAyc7dplVVwhw3VZQ,La Contenta Oeste,310,4.5,$$,"{'address1': '78 W 11th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['78 W 11th St', 'New York, NY 10011']}",https://www.yelp.com/biz/la-contenta-oeste-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
