,CAMIS,BORO,ZIPCODE,Latitude,Longitude,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE,id,name,review_count,rating,price,location,url
960,50010593.0,Queens,11364,40.74880214,-73.7565507,Sandwiches,10.0,A,2022-09-08,1qRlCnjr4V_idaNDysmgmA,Subway,38,2.0,$,"{'address1': '61-13 Springfield Blvd', 'address2': '', 'address3': '', 'city': 'Oakland Gardens', 'zip_code': '11364', 'country': 'US', 'state': 'NY', 'display_address': ['61-13 Springfield Blvd', 'Oakland Gardens, NY 11364']}",https://www.yelp.com/biz/subway-oakland-gardens-3?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
961,40823209.0,Manhattan,10028,40.77488756,-73.95390436,American,5.0,A,2022-03-10,WcFSkRTQ5pYqIppWeLVq2g,Comic Strip Live,280,3.5,$$,"{'address1': '1568 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1568 2nd Ave', 'New York, NY 10028']}",https://www.yelp.com/biz/comic-strip-live-new-york-4?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
962,41311804.0,Queens,11417,40.67954507,-73.84438586,American,12.0,A,2023-03-14,9BBynFMoEWdXzsQZcREq0w,Esquire Diner,128,3.0,$$,"{'address1': '10545 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11417', 'country': 'US', 'state': 'NY', 'display_address': ['10545 Crossbay Blvd', 'Ozone Park, NY 11417']}",https://www.yelp.com/biz/esquire-diner-ozone-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
963,41311804.0,Queens,11417,40.67954507,-73.84438586,American,12.0,A,2023-03-14,9BBynFMoEWdXzsQZcREq0w,Esquire Diner,128,3.0,$$,"{'address1': '10545 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11417', 'country': 'US', 'state': 'NY', 'display_address': ['10545 Crossbay Blvd', 'Ozone Park, NY 11417']}",https://www.yelp.com/biz/esquire-diner-ozone-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
964,41311804.0,Queens,11417,40.67954507,-73.84438586,American,12.0,A,2022-02-18,9BBynFMoEWdXzsQZcREq0w,Esquire Diner,128,3.0,$$,"{'address1': '10545 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11417', 'country': 'US', 'state': 'NY', 'display_address': ['10545 Crossbay Blvd', 'Ozone Park, NY 11417']}",https://www.yelp.com/biz/esquire-diner-ozone-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
965,41311804.0,Queens,11417,40.67954507,-73.84438586,American,12.0,A,2022-02-18,9BBynFMoEWdXzsQZcREq0w,Esquire Diner,128,3.0,$$,"{'address1': '10545 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11417', 'country': 'US', 'state': 'NY', 'display_address': ['10545 Crossbay Blvd', 'Ozone Park, NY 11417']}",https://www.yelp.com/biz/esquire-diner-ozone-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
969,50048303.0,Manhattan,10014,40.7363575,-74.00587092,Other,8.0,A,2023-02-16,FiKu5C03pBiAn5v5DEL9UQ,The Butcher's Daughter,356,3.5,$$,"{'address1': '581 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['581 Hudson St', 'New York, NY 10014']}",https://www.yelp.com/biz/the-butchers-daughter-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
970,40734541.0,Queens,11412,40.70059504,-73.76415321,Other,10.0,A,2022-02-11,5PwHJ_mzAIZWne8Jmu708Q,J & C Seafood,14,4.5,$$,"{'address1': '11210 Farmers Blvd', 'address2': '', 'address3': '', 'city': 'Saint Albans', 'zip_code': '11412', 'country': 'US', 'state': 'NY', 'display_address': ['11210 Farmers Blvd', 'Saint Albans, NY 11412']}",https://www.yelp.com/biz/j-and-c-seafood-saint-albans?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
971,41248845.0,Brooklyn,11201,40.68800834,-73.99318502,Other,8.0,A,2023-03-06,KIERtmoOTz7r103MWw08nA,Cafe Chili,205,3.5,$$,"{'address1': '172 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['172 Court St', 'Brooklyn, NY 11201']}",https://www.yelp.com/biz/cafe-chili-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
973,40786907.0,Queens,11416,40.68550801,-73.85805905,Other,11.0,A,2022-03-10,ZaUGO8vL64GPTP1zlDnwLg,Boston Market,49,3.0,$$,"{'address1': '83-02 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11416', 'country': 'US', 'state': 'NY', 'display_address': ['83-02 Atlantic Ave', 'Ozone Park, NY 11416']}",https://www.yelp.com/biz/boston-market-ozone-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
974,50056213.0,Manhattan,10002,40.72038262,-73.98937933,Italian,10.0,A,2022-11-29,M4pCWzdBCkp2g_d834a7Hw,Sauce,921,4.0,$$,"{'address1': '78 Rivington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['78 Rivington St', 'New York, NY 10002']}",https://www.yelp.com/biz/sauce-new-york-3?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
975,50015343.0,Manhattan,10003,40.7246427,-73.99173454,American,7.0,A,2022-06-14,qpkFmGyvbZv-g2fbwyNQUg,Bowery Meat Company,604,4.0,$$$$,"{'address1': '9 E 1st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['9 E 1st St', 'New York, NY 10003']}",https://www.yelp.com/biz/bowery-meat-company-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
976,40394258.0,Brooklyn,11228,40.6117389,-74.01009189,Italian,13.0,A,2022-08-04,Pb2HqSO0SP8HymbZM099hg,Tommaso Restaurant,120,4.0,$$$,"{'address1': '1464 86th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['1464 86th St', 'Brooklyn, NY 11228']}",https://www.yelp.com/biz/tommaso-restaurant-brooklyn-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
977,50037817.0,Brooklyn,11201,40.686515,-73.9906179,Tex-Mex,9.0,A,2023-01-30,8CTaeOtqr461Ah5yWcnCPw,Fatty Daddy Taco,202,3.5,$$,"{'address1': '152 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['152 Smith St', 'Brooklyn, NY 11201']}",https://www.yelp.com/biz/fatty-daddy-taco-brooklyn-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
979,50097547.0,Other,10305,40.58458757,-74.09419932,Other,12.0,A,2023-02-15,hQB3SrB-AZuRYNpgZ_NIJw,Grand Sahara Mediterranean Grill,109,4.0,$$,"{'address1': '1828 Hylan Blvd', 'address2': None, 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['1828 Hylan Blvd', 'Staten Island, NY 10305']}",https://www.yelp.com/biz/grand-sahara-mediterranean-grill-staten-island?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
980,50013941.0,Brooklyn,11235,40.58745541,-73.95450948,Other,12.0,A,2022-06-14,5HUIrr9wip_mdxh4toFXZg,Bagel Road,32,2.0,$,"{'address1': '1424 Sheepshead Bay Rd', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['1424 Sheepshead Bay Rd', 'Brooklyn, NY 11235']}",https://www.yelp.com/biz/bagel-road-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
981,41218950.0,Manhattan,10011,40.73559461,-74.00051961,American,13.0,A,2022-12-13,tuIVmAdWWqR9sCGN-dmwog,Greenwich Treehouse,294,3.5,$,"{'address1': '46 Greenwich Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['46 Greenwich Ave', 'New York, NY 10011']}",https://www.yelp.com/biz/greenwich-treehouse-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
982,50077154.0,Brooklyn,11206,40.70081075,-73.92998695,American,2.0,A,2022-12-07,mB4akAhtxCMjGpi5-ZGu5A,Fine Time,31,4.0,$,"{'address1': '84 Central Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['84 Central Ave', 'Brooklyn, NY 11206']}",https://www.yelp.com/biz/fine-time-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
985,41598755.0,Brooklyn,11222,40.73349145,-73.95481352,American,10.0,A,2023-03-15,ZXQrskaUKj4_5jgFdBnD_w,Troost,104,4.0,$,"{'address1': '1011 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['1011 Manhattan Ave', 'Brooklyn, NY 11222']}",https://www.yelp.com/biz/troost-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
986,50043459.0,Brooklyn,11229,40.60023854,-73.94365077,Japanese,24.0,B,2022-11-17,_Dt5ud0hdcIfDLmCg39BBw,Osaka Japanese Restaurant,62,3.5,$$,"{'address1': '2805 Ave U', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2805 Ave U', 'Brooklyn, NY 11229']}",https://www.yelp.com/biz/osaka-japanese-restaurant-brooklyn-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
987,50090894.0,Queens,11101,40.74776933,-73.94747742,Coffee/Tea,9.0,A,2022-06-01,gMVFC--iXd29dM6QTMbp3w,Yi Fang Taiwan Fruit Tea,111,4.0,$$,"{'address1': '44-68 21st St', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['44-68 21st St', 'Long Island City, NY 11101']}",https://www.yelp.com/biz/yi-fang-taiwan-fruit-tea-long-island-city?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
988,50099247.0,Queens,11428,40.71785073,-73.73729222,Other,10.0,A,2022-07-21,q4pCVCdmcIYml_AMAfKKyw,Las Delicias Restaurant,19,3.0,$,"{'address1': '21719 Jamaica Ave', 'address2': '', 'address3': '', 'city': 'Queens Village', 'zip_code': '11428', 'country': 'US', 'state': 'NY', 'display_address': ['21719 Jamaica Ave', 'Queens Village, NY 11428']}",https://www.yelp.com/biz/las-delicias-restaurant-queens-village?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
989,41452652.0,Queens,11103,40.76630268,-73.91632955,Other,13.0,A,2022-06-02,FCJaZeBoeeM5F2ZhfzO0sA,Crave,368,3.5,$$,"{'address1': '28-55 36th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['28-55 36th St', 'Astoria, NY 11103']}",https://www.yelp.com/biz/crave-astoria-44?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
990,40697317.0,Brooklyn,11215,40.67192468,-73.97739345,Coffee/Tea,7.0,A,2022-08-26,-2kUyfQrEBxYXfNKfDwAJQ,Starbucks,111,3.0,$$,"{'address1': '166 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['166 7th Ave', 'Brooklyn, NY 11215']}",https://www.yelp.com/biz/starbucks-brooklyn-3?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
991,40697317.0,Brooklyn,11215,40.67192468,-73.97739345,Coffee/Tea,7.0,A,2022-08-26,-2kUyfQrEBxYXfNKfDwAJQ,Starbucks,111,3.0,$$,"{'address1': '166 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['166 7th Ave', 'Brooklyn, NY 11215']}",https://www.yelp.com/biz/starbucks-brooklyn-3?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
992,50046048.0,Manhattan,10031,40.82926416,-73.94838849,American,12.0,A,2023-02-08,kcVNF_8akoJ7-SI8TvGS0g,Uptown Bourbon,60,4.0,$$,"{'address1': '3631 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['3631 Broadway', 'New York, NY 10031']}",https://www.yelp.com/biz/uptown-bourbon-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
993,50111241.0,Brooklyn,11201,40.70255276,-73.99121793,Other,9.0,A,2022-02-23,9I8mZXCkGZBmFh5fYOYorw,Em Vietnamese Bistro,139,4.5,$$,"{'address1': '57 Front St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['57 Front St', 'Brooklyn, NY 11201']}",https://www.yelp.com/biz/em-vietnamese-bistro-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
995,40741967.0,Queens,11355,40.75784845,-73.82930898,Chinese,7.0,Z,2022-03-01,DoFJIPNvBejMKBc_lM3K9w,Tong Hai Tung Bakery,26,3.5,$,"{'address1': '4112 Main St', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['4112 Main St', 'Flushing, NY 11355']}",https://www.yelp.com/biz/tong-hai-tung-bakery-flushing?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA
