CAMIS,DBA,BORO,ZIPCODE,Latitude,Longitude,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
50012056.0,JORA RESTAURANT AND BAR,Queens,11101.0,40.74410393,-73.95108557,Peruvian,25.0,Z,2022-09-29
50034221.0,AA CHINESE RESTAURANT,Bronx,10457.0,40.85204643,-73.9031287,Chinese,16.0,B,2023-02-01
41521360.0,PARIS BAGUETTE,Manhattan,10001.0,40.74737428,-73.98605109,Bakery Products/Desserts,13.0,A,2023-03-07
50128662.0,LOCO COCO,Manhattan,10038.0,40.70567383,-74.00406483,Other,7.0,A,2022-11-16
41250984.0,WING WAGON,Brooklyn,11238.0,40.67694924,-73.97228316,Chicken,26.0,B,2022-01-20
41519403.0,BROOKLYN WINERY,Brooklyn,11211.0,40.7171767,-73.95518176,American,11.0,A,2022-06-11
50080543.0,ANGELOS PIZZERIA,Queens,11368.0,40.75053493,-73.86302338,Pizza,27.0,Z,2023-01-05
41709299.0,NO.1 KITCHEN,Brooklyn,11234.0,40.62866856,-73.92385566,Chinese,11.0,A,2022-01-10
40399569.0,JUDGE ROY BEAN,Manhattan,10019.0,40.76283655,-73.97579579,American,8.0,A,2022-01-04
41235545.0,FAVELA,Queens,11103.0,40.76761608,-73.91827737,Brazilian,37.0,Z,2022-11-30
50108185.0,DUNKIN,Brooklyn,11223.0,40.6088951,-73.97213505,Coffee/Tea,11.0,A,2022-10-20
50077932.0,EL CARIDAD RESTAURANT,Bronx,10453.0,40.85322342,-73.90583447,Latin American,12.0,A,2022-11-15
50102575.0,VOILA AFRIQUE,Manhattan,10017.0,40.75164228,-73.9708624,African,8.0,A,2022-01-11
41305598.0,LUGO LOUNGE & RESTAURANT,Queens,11385.0,40.69642717,-73.90011365,Latin American,13.0,A,2022-09-06
50044651.0,BERBICE BAR AND RESTAURANT,Queens,11432.0,40.70788509,-73.78651895,Caribbean,9.0,A,2023-03-17
50075440.0,BRASSERIE TOAST CAFE,Manhattan,10018.0,40.75079437,-73.98703568,American,13.0,A,2022-07-06
50126844.0,HANCRAFT BURGERS  & BREW,Manhattan,10001.0,40.74840936,-73.98877212,American,10.0,A,2022-09-08
50119920.0,Spice Kitchen,Queens,11378.0,40.72781738,-73.8921397,Indian,10.0,A,2022-08-04
40957726.0,JOE COFFEE,Manhattan,10014.0,40.73319294,-74.00059897,Coffee/Tea,27.0,Z,2023-02-27
50089258.0,BENNY'S CAFETERIA,Manhattan,10031.0,40.81918902,-73.95022087,Coffee/Tea,21.0,B,2023-02-07
50032689.0,LIU'S SHANGHAI,Brooklyn,11214.0,40.60289556,-74.00427822,Chinese,30.0,C,2023-02-08
50008437.0,BLUE RIBBON,Manhattan,10012.0,40.72552402,-74.00313522,American,8.0,A,2022-11-21
41436019.0,TAQUERIA EL FOGON,Brooklyn,11237.0,40.70447187,-73.92933028,Mexican,9.0,A,2022-02-01
50109488.0,COCO PASTEL,Queens,11379.0,40.71287428,-73.87787962,Bakery Products/Desserts,9.0,N,2022-10-29
41676577.0,THE CUTTING ROOM,Manhattan,10016.0,40.74625407,-73.98339873,American,10.0,A,2023-01-10
50099645.0,NEW YORK NOODLE KING,Queens,11354.0,40.758502,-73.83324181,Chinese,2.0,Z,2022-08-15
50100220.0,URGUT TANDIR EXPRESS,Brooklyn,11218.0,40.63277764,-73.9728384,Russian,21.0,B,2022-12-01
50125538.0,FUN GALAXY,Queens,11373.0,40.73464503,-73.88240773,Coffee/Tea,10.0,A,2022-09-26
41474966.0,COMPLETE BODY & SPA,Manhattan,10011.0,40.7394727,-73.99233172,American,12.0,A,2022-03-21
50075622.0,PAPA JOHN'S,Brooklyn,11221.0,40.69588584,-73.93328103,Pizza,7.0,A,2022-03-03
50054222.0,CHEZ OSKAR,Brooklyn,11233.0,40.68192354,-73.92930379,French,12.0,A,2022-03-01
41320919.0,PANERA BREAD,Queens,11385.0,40.7099466,-73.85956143,American,9.0,A,2022-04-20
50099039.0,DUNKIN,Manhattan,10027.0,40.80979444,-73.95886163,Donuts,12.0,A,2022-02-16
40595136.0,BASKIN ROBBINS,Brooklyn,11207.0,40.65026264,-73.89097182,Frozen Desserts,10.0,A,2022-10-18
50127802.0,DUNDU,Manhattan,10017.0,40.75057852,-73.97611065,African,5.0,A,2022-10-03
50119064.0,GEM WINE,Manhattan,10002.0,40.71866462,-73.99206356,American,7.0,A,2022-10-13
50071608.0,JUICE LOUNGE,Bronx,10467.0,40.87141972,-73.86585768,"Juice, Smoothies, Fruit Salads",12.0,A,2022-08-10
50106188.0,HAMACHI 34,Manhattan,10016.0,40.74753024,-73.98244201,Japanese,16.0,B,2022-01-13
50010296.0,TACO KING,Queens,11004.0,40.74565588,-73.71454316,Tex-Mex,7.0,A,2022-09-01
50100241.0,EAST 21,Queens,11372.0,40.74654683,-73.89418804,Chinese/Japanese,13.0,A,2022-05-20
40711788.0,CAFE 101,Brooklyn,11203.0,40.65437521,-73.94633309,Coffee/Tea,6.0,A,2022-12-12
41591999.0,KITCHEN,Brooklyn,11231.0,40.68529658,-73.99449055,Eastern European,12.0,A,2022-11-30
41286260.0,ZAYTOONS RESTAURANT,Brooklyn,11238.0,40.67872687,-73.96848604,Middle Eastern,10.0,A,2022-03-03
41471348.0,PINKERTON WINE BAR,Brooklyn,11211.0,40.71477468,-73.95428878,Seafood,2.0,A,2022-04-29
50105849.0,JUICY KING CRAB EXPRESS,Brooklyn,11221.0,40.69363827,-73.92935262,Cajun,12.0,A,2022-03-02
50068271.0,SANMA JAPANESE RESTAURANT,Staten Island,10314.0,40.61173074,-74.15883022,Japanese,9.0,A,2023-01-24
50005413.0,SUBWAY,Staten Island,10312.0,40.55307625,-74.19173173,Sandwiches,2.0,A,2022-08-11
40915451.0,DA NOI RESTAURANT,Staten Island,10314.0,40.58777757,-74.19725032,Italian,13.0,A,2022-03-14
41499145.0,THE LAMBS CLUB,Manhattan,,0.0,0.0,American,8.0,A,2022-04-06
50035973.0,CAMPO BELLO,Staten Island,10304.0,40.62472226,-74.07916942,Spanish,7.0,A,2023-02-24
50096408.0,ROYAL GARDEN TBILISI,Brooklyn,11223.0,40.60539753,-73.98237149,Russian,10.0,P,2022-02-25
40926286.0,WHITE BEAR,Queens,11354.0,40.75903759,-73.8316125,Chinese,9.0,A,2022-03-11
50115455.0,AFTERNOON,Brooklyn,11249.0,40.71819071,-73.95832316,Korean,12.0,A,2022-03-07
50063233.0,FRESNO II GOURMET DELI,Manhattan,10009.0,40.72163035,-73.98064865,Sandwiches,31.0,C,2022-09-07
50090321.0,FIELDTRIP,Manhattan,10026.0,40.80167468,-73.94994506,American,12.0,A,2023-02-08
50118262.0,KING'S TASTE OF ASTORIA,Queens,11370.0,40.76462865,-73.88494294,Chinese,6.0,A,2022-08-17
50118748.0,BANGKOK DEGREE,Brooklyn,11215.0,40.67470212,-73.97606584,Thai,2.0,A,2022-07-07
41391794.0,BEST PIZZA ON 1ST.,Manhattan,10022.0,40.75805729,-73.96308808,Pizza,13.0,A,2022-03-17
50064086.0,BARESHA,Manhattan,10014.0,40.72747272,-74.00548048,Pizza,10.0,A,2022-08-31
50059197.0,ARCHDIOCESES OF NY,Manhattan,10022.0,40.75726425,-73.96369132,American,13.0,A,2022-08-02
41690254.0,THE FLATIRON ROOM,Manhattan,10010.0,40.74417155,-73.98990241,American,13.0,A,2022-07-14
50087689.0,THE FLY,Brooklyn,11238.0,40.68206139,-73.95863787,American,2.0,A,2022-12-08
41395881.0,THE VIG BAR,Manhattan,10012.0,40.7212421,-73.99458137,American,12.0,A,2022-03-30
40976804.0,CHIPOTLE MEXICAN GRILL,Manhattan,10017.0,40.75238418,-73.97429813,Tex-Mex,10.0,A,2022-02-16
50110002.0,MARAKAND,Queens,11374.0,40.727315,-73.85474776,Other,12.0,A,2022-07-27
41658786.0,"PIECE-A-CAKE , COOKIE JAR",Staten Island,10306.0,40.57325182,-74.11497091,Bakery Products/Desserts,13.0,A,2022-02-04
50102840.0,GORKHALI RESTAURANT & BAR,Queens,11372.0,40.74713432,-73.88851372,Not Listed/Not Applicable,12.0,A,2022-05-18
50056561.0,CHINATOWN TAI PAN BAKERY,Manhattan,10013.0,40.71694116,-73.99818188,Bakery Products/Desserts,13.0,A,2022-10-19
50000973.0,LULA BAGEL,Brooklyn,11216.0,40.67087591,-73.9504185,Coffee/Tea,12.0,A,2022-01-06
50082996.0,NY 99 CENTS PIZZA,Manhattan,10013.0,40.71808025,-74.00082971,Pizza,5.0,A,2023-03-07
50097986.0,BAODEGA,Manhattan,10011.0,40.73993651,-73.99156303,Chinese,13.0,A,2022-07-26
50113960.0,JOE & THE JUICE,Manhattan,10001.0,40.74471219,-73.98906146,Coffee/Tea,10.0,A,2022-07-19
50006377.0,LOS TAQUITOS DEL TIO,Queens,11369.0,40.75798612,-73.87427722,Spanish,11.0,A,2022-08-05
41202797.0,MARSHALL STACK,Manhattan,,0.0,0.0,American,7.0,A,2022-03-01
50046135.0,INFINITEA NY,Queens,11102.0,40.77171257,-73.9241897,Coffee/Tea,13.0,A,2022-12-22
50078218.0,MEAL MART,Queens,11367.0,40.7263461,-73.82166908,Jewish/Kosher,11.0,A,2022-07-29
41365219.0,HEALTHY EATERS JAMAICAN RESTAURANT,Queens,11412.0,40.69418747,-73.7531267,Caribbean,2.0,A,2023-01-26
41669742.0,EASTERN,Queens,11365.0,40.73048989,-73.81087687,Chinese,9.0,Z,2022-09-22
50075209.0,ROTI PARADISE,Queens,11428.0,40.71548095,-73.74783496,Caribbean,27.0,B,2022-02-02
50125995.0,ROYAL CRAB KINGDOM,Bronx,10473.0,40.82447091,-73.85891772,Seafood,12.0,A,2022-08-23
41711831.0,CARROT TOP PASTRIES,Manhattan,10032.0,40.83872471,-73.94147475,Bakery Products/Desserts,13.0,A,2023-01-27
50074810.0,TURNTABLE CHICKEN & ROCK,Manhattan,10001.0,40.74622699,-73.98618125,Korean,4.0,A,2023-02-28
40850055.0,STAR LITE DELI,Manhattan,10036.0,40.75752446,-73.98649293,Sandwiches,13.0,A,2022-02-17
41169421.0,CAFFE BORBONE,Queens,11103.0,40.76757574,-73.91197774,Coffee/Tea,12.0,A,2022-03-30
50108302.0,COFFEE AVENUE,Queens,11106.0,40.75762536,-73.92671086,Coffee/Tea,12.0,A,2023-01-19
41648187.0,EL NUEVO SANDY RESTAURANT,Manhattan,10035.0,40.79710143,-73.93770832,Latin American,25.0,Z,2023-02-13
50105144.0,Carvel,Queens,11004.0,40.73836796,-73.70351065,Frozen Desserts,10.0,A,2022-07-20
50108818.0,SOUL FOOD & SEAFOOD RESTAURANT,Brooklyn,11221.0,40.68945384,-73.93635249,Caribbean,28.0,Z,2022-08-17
50000153.0,THE BEST OF NEW YORK FOOD,Manhattan,10005.0,40.70598938,-74.00624334,American,50.0,Z,2022-12-29
50086128.0,ORCHID TEA CAFE,Brooklyn,11220.0,40.64459434,-74.00368633,Coffee/Tea,7.0,A,2022-10-31
41303456.0,BICE,Manhattan,10019.0,40.76272453,-73.97834079,Italian,24.0,B,2023-01-12
40711820.0,DAGAN PIZZA,Brooklyn,11234.0,40.61319881,-73.91215687,Pizza,13.0,A,2023-02-21
50093071.0,SAVORY THAI,Brooklyn,11211.0,40.71406427,-73.95552655,Thai,27.0,Z,2022-12-08
41459923.0,DUNKIN,Manhattan,10035.0,40.80484127,-73.93706169,Donuts,13.0,A,2023-03-03
50055399.0,MCDONALD'S,Manhattan,10001.0,40.75255704,-73.99317839,Hamburgers,7.0,A,2023-02-01
50103178.0,D ROTI HUT,Queens,11428.0,40.71439509,-73.75210647,Caribbean,12.0,A,2023-03-08
50087285.0,GREAT WALL RESTAURANT,Brooklyn,11212.0,40.67227378,-73.91088552,Chinese,18.0,B,2022-01-27
41414279.0,JUST SALAD,Manhattan,10016.0,40.74897277,-73.9757828,Salads,9.0,A,2022-03-23
50095122.0,DOMINO'S,Brooklyn,11236.0,40.63301512,-73.88883841,Pizza,3.0,A,2022-06-08
41362451.0,HORIZON BAKERY CAFE,Queens,11430.0,40.64831283,-73.7882815,Bakery Products/Desserts,8.0,A,2022-08-10
41202176.0,TED'S MONTANA GRILL,Manhattan,10019.0,40.76072947,-73.98049647,American,11.0,A,2022-02-03
50105202.0,GOOD JUDY,Brooklyn,11215.0,40.66532249,-73.98949626,American,7.0,A,2022-10-29
41502172.0,DUNKIN,Manhattan,10006.0,40.70812685,-74.01412823,Donuts,6.0,A,2022-01-25
50087684.0,POPEYES,Brooklyn,11236.0,40.63660041,-73.9115891,Chicken,8.0,A,2022-11-22
50100033.0,NAN XIANG XIAO LONG BAO,Queens,11354.0,40.75947768,-73.83224308,Chinese,9.0,A,2022-01-04
40790307.0,STARBUCKS,Manhattan,10017.0,40.75161005,-73.9738184,Coffee/Tea,2.0,A,2022-01-25
50106884.0,"MIRA SUSHI, FRESH MIX",Queens,11367.0,40.71954017,-73.81037776,Japanese,16.0,B,2022-03-08
50097136.0,TEDDYS F&B,Manhattan,10029.0,40.79416021,-73.93985997,American,13.0,A,2022-12-21
50045255.0,PHO GRAND,Manhattan,10002.0,40.71780555,-73.9927635,Southeast Asian,0.0,A,2022-06-22
50120277.0,FIESTA MEXICAN RESTAURANT,Brooklyn,11207.0,40.67931467,-73.88662657,Mexican,12.0,A,2023-01-05
50085703.0,XIN XING RESTAURANT,Bronx,10462.0,40.83944568,-73.85847022,Chinese,7.0,A,2022-06-16
50105813.0,TRUTEA,Manhattan,10003.0,40.73585242,-73.99324506,Asian/Asian Fusion,52.0,C,2022-01-26
41171815.0,G'S CANDY STORE COFFEE SHOP,Manhattan,10034.0,40.86830934,-73.92162053,American,12.0,A,2023-03-16
50056254.0,KUNG FU TEA,Brooklyn,11201.0,40.68934713,-73.98594067,Korean,12.0,A,2022-12-22
40535136.0,DON PACO LOPEZ PANDERIA,Brooklyn,,0.0,0.0,Spanish,2.0,A,2022-09-01
40880619.0,STARBUCKS,Manhattan,10001.0,40.74488256,-73.99134225,Coffee/Tea,9.0,A,2023-01-27
50105705.0,ZERO BOND,Manhattan,10012.0,40.72729159,-73.9951834,American,6.0,A,2023-03-01
50096290.0,THE GUTHRIE INN,Manhattan,10029.0,40.78743575,-73.95189141,American,5.0,A,2023-02-15
50111197.0,LITTLE ITALY PIZZA,Manhattan,10065.0,40.76567806,-73.9588926,Pizza,9.0,A,2022-09-15
50119407.0,ARBUZ CAFE,Brooklyn,11209.0,40.63428739,-74.02662539,Frozen Desserts,9.0,A,2022-05-24
40635366.0,THE LIBRARY,Manhattan,10009.0,40.72253966,-73.9860996,Bottled Beverages,8.0,A,2022-10-18
50038108.0,NO. 142 BAR,Manhattan,10012.0,40.72697603,-74.0019591,American,10.0,A,2022-04-20
41435077.0,DUNKIN,Queens,11415.0,40.70814567,-73.83083622,Donuts,5.0,A,2022-03-08
41637206.0,BASIK,Brooklyn,11211.0,40.71397154,-73.94430455,American,14.0,B,2023-01-19
50034505.0,MCDONALD'S,Brooklyn,11209.0,40.62235009,-74.02764365,Hamburgers,11.0,A,2022-04-01
50102251.0,GONG CHA,Brooklyn,11210.0,40.63269473,-73.9475215,"Juice, Smoothies, Fruit Salads",10.0,A,2022-12-12
41485450.0,SUBWAY,Queens,11104.0,40.74345327,-73.92121944,Sandwiches,13.0,A,2022-02-24
50094666.0,KAPE'T TORTA,Queens,11373.0,40.73721682,-73.87970042,Coffee/Tea,12.0,A,2022-12-29
50035987.0,BEIJING DUMPLING,Queens,11435.0,40.70440606,-73.80907567,Chinese,9.0,A,2022-07-01
41287651.0,GRAND SICHUAN HOUSE,Brooklyn,11209.0,40.62075831,-74.0268289,Chinese,13.0,A,2022-12-05
41100740.0,BIN 71,Manhattan,10023.0,40.77657476,-73.97937974,French,7.0,A,2023-01-26
50000508.0,ST. GAMBRINUS BEER SHOPPE,Brooklyn,11217.0,40.68499301,-73.97984805,American,5.0,A,2022-03-15
50016236.0,"THREES BREWING, NINTH STREET ESPRESSO",Brooklyn,11217.0,40.67961095,-73.98251404,American,12.0,A,2022-04-18
41436831.0,GREEK EXPRESS,Bronx,10463.0,40.88758035,-73.90727207,Greek,22.0,B,2023-01-04
41064834.0,MCDONALD'S,Bronx,10462.0,40.8334893,-73.85823721,Hamburgers,10.0,A,2023-01-17
50006286.0,CIBAO,Brooklyn,11201.0,40.68579317,-73.99110477,Spanish,13.0,A,2023-02-13
50130308.0,AMERICAN BISTRO,Manhattan,10016.0,40.74631722,-73.98355029,American,13.0,A,2022-12-13
50048982.0,SUNNY RESTAURANT,Queens,11691.0,40.60313181,-73.75314778,Tex-Mex,10.0,A,2022-11-21
50038460.0,CLINTON HALL,Manhattan,10006.0,40.70807466,-74.01444562,American,12.0,A,2022-10-18
41316692.0,FAJITAS SUNRISE RESTAURANT,Queens,11385.0,40.70049927,-73.8988128,Mexican,12.0,A,2023-02-02
50037942.0,THE EVERGREEN,Brooklyn,11207.0,40.6857293,-73.90819566,American,13.0,A,2022-10-25
50018118.0,LA LUPE,Brooklyn,11206.0,40.69732504,-73.93490242,Mexican,6.0,A,2022-05-31
50078540.0,DYNASTY TASTE,Staten Island,10314.0,40.58783042,-74.16563909,Chinese/Japanese,12.0,A,2023-01-24
50017701.0,THE KUNJIP,Manhattan,10001.0,40.74778611,-73.98702905,Korean,10.0,A,2022-05-11
50073053.0,THREE BROTHERS PIZZERIA & RESTAURANT,Brooklyn,11207.0,40.65989394,-73.88520357,Pizza,5.0,A,2023-03-09
50069856.0,GOLDEN THAI,Brooklyn,11237.0,40.69548145,-73.90815333,Thai,11.0,A,2022-01-18
50097123.0,GABI JUICE BAR,Bronx,10453.0,40.85380159,-73.90802423,"Juice, Smoothies, Fruit Salads",13.0,A,2022-06-23
50099011.0,APOLLO COFFEE SHOP,Bronx,10459.0,40.83025998,-73.89826057,Latin American,44.0,Z,2023-01-12
41480070.0,ROYAL FRIED CHICKEN,Brooklyn,11212.0,40.65639553,-73.91488213,Chicken,10.0,A,2022-10-24
50067686.0,BLUESTONE LANE,Manhattan,10014.0,40.73016268,-74.00293338,Coffee/Tea,7.0,A,2023-01-31
41549281.0,DUNKIN,Manhattan,10001.0,40.75249396,-73.99422149,Donuts,12.0,A,2022-01-24
50118061.0,PERK COFFEE 14TH ST,Manhattan,10009.0,40.72983142,-73.9789685,Coffee/Tea,13.0,A,2022-04-20
50063594.0,MI ESTRELLA NY BAKERY,Brooklyn,11237.0,40.70018374,-73.91228345,Bakery Products/Desserts,10.0,A,2022-01-31
50000795.0,RISOTTERIA MELOTTI,Manhattan,10003.0,40.72657199,-73.98848718,Italian,12.0,A,2022-04-05
50033540.0,EMPIRE EAST,Staten Island,10314.0,40.61311163,-74.15863902,Asian/Asian Fusion,11.0,A,2022-08-03
50042574.0,CARIDAD EXPRESS RESTAURANT,Bronx,10454.0,40.80492715,-73.91303709,Latin American,10.0,A,2022-09-09
41722121.0,EAST BUFFET & RESTAURANT,Queens,11355.0,40.7550745,-73.82814304,Chinese,12.0,P,2022-03-16
50039082.0,EL CASTILLO DE JAGUA II,Manhattan,10002.0,40.71457379,-73.98208279,Spanish,51.0,Z,2022-09-26
40989220.0,NHA TRANG ONE,Manhattan,10013.0,40.71683413,-73.99973666,Southeast Asian,14.0,B,2022-03-01
50100387.0,KUNG FU TEA,Brooklyn,11220.0,40.63804518,-74.00620453,Other,11.0,A,2022-05-25
41492592.0,SOHO CAFE & GRILL,Brooklyn,11218.0,40.6433599,-73.97811303,American,9.0,A,2023-01-04
50055631.0,ARMANI RISTORANTE,Manhattan,10022.0,40.76212814,-73.97456149,Italian,8.0,A,2023-01-19
50012300.0,TARTINERY,Manhattan,10280.0,40.71153017,-74.01567279,French,11.0,A,2022-04-05
50001029.0,EL VIEJO GRAN CAFE,Bronx,10454.0,40.80771513,-73.91963314,Spanish,12.0,A,2023-03-16
50051187.0,LUNA ASIAN BISTRO & LOUNGE,Queens,11103.0,40.75729177,-73.92037281,Asian/Asian Fusion,11.0,A,2022-10-27
50105461.0,THE ROGER'S GARDEN,Brooklyn,11226.0,40.6542381,-73.9528672,American,12.0,A,2023-01-15
41630104.0,LUCKY CHINESE RESTAURANT,Queens,11377.0,40.73674416,-73.89597542,Chinese,9.0,A,2023-02-02
50088953.0,AZOGUENITA BAKERY,Queens,11368.0,40.7527733,-73.86418458,Bakery Products/Desserts,12.0,A,2022-03-22
50105249.0,YUAN BAO 55,Brooklyn,11220.0,40.63864074,-74.00719185,Chinese,12.0,A,2022-10-26
50068855.0,ROLEN BAGEL,Bronx,10463.0,40.88668266,-73.90705633,Bagels/Pretzels,18.0,B,2022-02-17
41638021.0,SHANGHAI HEPING RESTAURANT,Manhattan,10013.0,40.71741599,-73.99737381,Chinese,12.0,A,2022-04-27
50107573.0,TACO BELL,Manhattan,10036.0,40.75709624,-73.98619342,Mexican,11.0,A,2022-10-28
41558768.0,BCAKENY,Brooklyn,11238.0,40.67697976,-73.96362344,Bakery Products/Desserts,12.0,A,2022-08-25
41447901.0,YUMMY TACO,Brooklyn,11201.0,40.69219905,-73.98678749,Tex-Mex,10.0,A,2022-03-29
50093418.0,NBHD BRULEE,Manhattan,,0.0,0.0,Coffee/Tea,10.0,A,2022-12-02
50009001.0,KLONG,Manhattan,10003.0,40.72929762,-73.98930213,Thai,12.0,A,2022-11-14
50058935.0,THE WILLIAMSBURG HOTEL,Brooklyn,11249.0,40.72148169,-73.95833192,American,6.0,A,2022-01-31
50120656.0,PIZZA STUDIOS,Bronx,10451.0,40.8217371,-73.93086005,Pizza,7.0,A,2022-07-27
50096278.0,MODI TO GEORGIA,Brooklyn,11214.0,40.60509145,-73.99773477,Eastern European,20.0,Z,2023-03-08
41279509.0,THE HAPPIEST HOUR,Manhattan,10011.0,40.7347355,-73.99964638,American,5.0,A,2022-09-22
41069367.0,PAPHOS DINER,Brooklyn,11207.0,40.67748985,-73.90201324,American,35.0,C,2022-02-04
50053833.0,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,11432.0,40.70552576,-73.79468144,Caribbean,8.0,A,2023-02-09
50109890.0,CHIP CITY,Brooklyn,11231.0,40.67958199,-73.99528781,Bakery Products/Desserts,7.0,A,2022-10-27
41188824.0,MAX BRENNER CHOCOLATE BAR,Manhattan,10003.0,40.73423559,-73.99089621,American,0.0,A,2022-01-26
50101749.0,BEER STREET SOUTH,Brooklyn,11238.0,40.68030222,-73.96792285,American,2.0,A,2022-10-30
50070479.0,MIRAJ HEALTHY GRILL,Manhattan,10016.0,40.74665432,-73.98035985,Mediterranean,12.0,A,2022-11-14
50097856.0,DUNKIN DONUTS,Manhattan,10017.0,40.75351934,-73.96949001,Donuts,2.0,A,2022-02-08
50049940.0,HYLAN DINER,Staten Island,10306.0,40.56911372,-74.11113403,American,12.0,A,2023-02-21
50092153.0,XING WONG BBQ,Manhattan,10002.0,40.71374884,-73.99372707,Barbecue,21.0,B,2022-03-01
50106143.0,FLATIRON RESTAURANT,Brooklyn,11215.0,40.67054806,-73.98514077,American,8.0,A,2022-02-22
50094234.0,BLACK FOX COFFEE CO,Manhattan,10005.0,40.70630767,-74.00789529,Coffee/Tea,12.0,A,2022-03-04
41529935.0,BAGELETTE,Queens,11374.0,40.73128514,-73.86012606,Jewish/Kosher,9.0,A,2022-02-15
50083998.0,BROOKLYN PERK,Brooklyn,11225.0,40.65856126,-73.96048704,Coffee/Tea,9.0,A,2022-10-20
41543970.0,PAUSE CAFE,Manhattan,,0.0,0.0,Middle Eastern,42.0,C,2022-02-28
50093978.0,DANNY'S CAFE EXPRESS,Brooklyn,11224.0,40.57897214,-73.9752615,American,13.0,A,2022-04-21
40738920.0,GEORGE KEELEY,Manhattan,10024.0,40.7859173,-73.97628932,American,10.0,A,2022-12-29
50054504.0,SHAKE SHACK,Queens,11375.0,40.71984603,-73.84395229,Hamburgers,4.0,A,2022-01-25
50118598.0,DONUT CRAFT,Queens,11362.0,40.77159839,-73.73468209,Donuts,12.0,A,2022-10-26
50131083.0,PARASHADES,Brooklyn,11217.0,40.68105611,-73.97527035,Pizza,12.0,A,2023-01-25
40940279.0,STARBUCKS,Manhattan,10023.0,40.78117529,-73.98124513,Coffee/Tea,13.0,A,2022-08-09
41061016.0,PEARL RESTAURANT,Queens,11419.0,40.69012871,-73.81469508,Chinese,0.0,A,2022-05-05
50042980.0,DELICIAS CUENCANAS RESTAURANT,Queens,11432.0,40.71178084,-73.78998729,Spanish,10.0,A,2023-01-12
41423445.0,DAE BAK RESTAURANT,Queens,11354.0,40.7672419,-73.82087323,Korean,13.0,A,2022-03-01
50079130.0,WARUDE,Brooklyn,11216.0,40.68439652,-73.94411301,Japanese,9.0,A,2023-03-08
41038085.0,SHAKE SHACK,Manhattan,10010.0,40.74221709,-73.98797924,Hamburgers,8.0,A,2022-03-03
50063463.0,VIVA MEXICO MEXICAN CUISINE,Manhattan,10040.0,40.85416578,-73.93019362,Mexican,11.0,Z,2022-12-02
50129821.0,MEI JUNG MEI CHINESE RESTAURANT,Brooklyn,11210.0,40.63637995,-73.95143506,Chinese,18.0,B,2023-01-03
40396532.0,METRO DINER,Manhattan,10025.0,40.79730651,-73.96985633,American,0.0,A,2022-09-22
50125757.0,CROWN PALACE,Staten Island,10302.0,40.62634796,-74.13191867,Chinese,6.0,A,2022-08-24
50088464.0,ANDA CAFE,Queens,11355.0,40.74307595,-73.8255469,Chinese/Japanese,13.0,A,2022-09-29
50130833.0,LES PIZZA SHOP,Manhattan,10002.0,40.71455731,-73.98202868,Pizza,12.0,A,2023-03-16
41488055.0,GUACUCO,Brooklyn,11237.0,40.704746,-73.92447895,Latin American,10.0,C,2022-04-28
41627061.0,XE MAY,Manhattan,10009.0,40.72740598,-73.9848827,Sandwiches/Salads/Mixed Buffet,10.0,A,2023-02-28
50065660.0,SOPHIE'S CUBAN CUISINE,Manhattan,10019.0,40.76594772,-73.98344434,Latin American,13.0,A,2023-01-18
41211257.0,LA ISLA RESTAURANT,Bronx,10451.0,40.81729898,-73.92246844,Latin American,18.0,B,2022-09-26
41018146.0,TROPICAL II RESTAURANT,Queens,11101.0,40.73758229,-73.92978217,Latin American,53.0,C,2023-02-14
41097973.0,CAFE RIVIERA,Brooklyn,11222.0,40.72853113,-73.95348555,Bakery Products/Desserts,10.0,A,2022-10-31
50035053.0,BOB'S YOUR UNCLE,Manhattan,10025.0,40.7989157,-73.9630834,Other,12.0,A,2022-08-04
40597618.0,TONY'S BRICK OVEN,Staten Island,10305.0,40.61530989,-74.06705234,Pizza,13.0,A,2023-01-18
40751933.0,SIDO FALAFEL & MORE,Manhattan,10023.0,40.77771642,-73.97855615,Mediterranean,4.0,A,2022-01-13
40790307.0,STARBUCKS,Manhattan,10017.0,40.75161005,-73.9738184,Coffee/Tea,10.0,A,2023-01-24
50117069.0,15 FLAVORS,Queens,11373.0,40.73384018,-73.87157703,Frozen Desserts,22.0,B,2022-07-25
50124448.0,Gu Xiang Wei,Queens,11355.0,40.75391279,-73.82769487,Chinese,10.0,A,2023-03-07
41641722.0,GOOD FRIENDS RESTAURANT,Brooklyn,11236.0,40.63784219,-73.89655536,Chinese,12.0,A,2022-04-21
41146015.0,STARBUCKS,Manhattan,10019.0,40.7637372,-73.97760403,Coffee/Tea,2.0,A,2023-03-07
50060154.0,DUNKIN,Manhattan,10007.0,40.71271121,-74.00805476,Donuts,5.0,A,2022-03-23
50073969.0,BESITO RESTUARANT & BAR,Brooklyn,11217.0,40.68157522,-73.97696833,Spanish,10.0,A,2022-07-18
40386528.0,ERIN'S ISLE,Queens,11357.0,40.78687046,-73.80778381,Italian,13.0,A,2022-04-18
50080233.0,CHIPOTLE MEXICAN GRILL #2918,Staten Island,10314.0,40.58229742,-74.16905259,Tex-Mex,3.0,A,2022-06-21
